Produto,Categoria do Produto,Quantidade,Preço Unitário,Nome da Loja,Forma de Pagamento,Estado da Loja,Cidade da Loja,Preço Total
Headset,Acessórios,7,2058.36,Loja Oeste,Débito,MG,Belo Horizonte,14408.52
Headset,Periféricos,4,3134.42,Loja Norte,Crédito,MG,Belo Horizonte,12537.68
Laptop,Acessórios,5,4418.64,Loja Norte,Boleto,BA,Belo Horizonte,22093.2
Monitor,Eletrônicos,4,4948.96,Loja Norte,Débito,SP,Belo Horizonte,19795.84
Tablet,Informática,4,4050.04,Loja Leste,Débito,SP,Belo Horizonte,16200.16
Headset,Periféricos,9,2369.97,Loja Sul,Débito,SP,Porto Alegre,21329.73
Teclado,Eletrônicos,6,3632.34,Loja Norte,Boleto,RS,Rio de Janeiro,21794.04
Laptop,Periféricos,3,4225.94,Loja Norte,Crédito,BA,Salvador,12677.82
Smartwatch,Informática,6,2353.27,Loja Leste,Débito,RS,São Paulo,14119.619999999999
Impressora,Periféricos,7,3936.02,Loja Oeste,Boleto,RJ,Salvador,27552.14
Smartwatch,Eletrônicos,7,2439.13,Loja Oeste,Débito,BA,Porto Alegre,17073.91
Laptop,Acessórios,8,1963.16,Loja Sul,Débito,BA,Porto Alegre,15705.28
Webcam,Informática,4,2654.15,Loja Oeste,Boleto,BA,Belo Horizonte,10616.6
Tablet,Acessórios,1,3395.48,Loja Norte,Débito,RJ,Porto Alegre,3395.48
Impressora,Informática,6,3648.07,Loja Leste,Débito,BA,Salvador,21888.420000000002
Smartwatch,Eletrônicos,8,1815.84,Loja Norte,Boleto,RJ,Porto Alegre,14526.72
Impressora,Informática,5,2878.04,Loja Norte,Crédito,SP,Salvador,14390.2
Teclado,Acessórios,3,4553.86,Loja Sul,Crédito,BA,Belo Horizonte,13661.579999999998
Teclado,Informática,4,4882.75,Loja Oeste,Crédito,RS,Belo Horizonte,19531.0
Teclado,Eletrônicos,8,1174.88,Loja Oeste,Crédito,MG,Porto Alegre,9399.04
Laptop,Informática,6,1004.51,Loja Oeste,Boleto,RJ,São Paulo,6027.0599999999995
Tablet,Acessórios,5,3399.59,Loja Norte,Boleto,SP,Belo Horizonte,16997.95
Laptop,Eletrônicos,9,2102.69,Loja Leste,Crédito,SP,Rio de Janeiro,18924.21
Mouse,Acessórios,3,169.9,Loja Leste,Boleto,MG,Rio de Janeiro,509.70000000000005
Webcam,Informática,7,1766.97,Loja Norte,Crédito,BA,Belo Horizonte,12368.79
Webcam,Periféricos,9,4043.39,Loja Centro,Débito,RS,Porto Alegre,36390.51
Teclado,Acessórios,4,3997.26,Loja Norte,Débito,MG,Belo Horizonte,15989.04
Mouse,Informática,3,2498.69,Loja Oeste,Débito,BA,Porto Alegre,7496.07
Headset,Periféricos,1,2389.26,Loja Norte,Crédito,BA,Salvador,2389.26
Headset,Periféricos,9,2918.56,Loja Centro,Débito,RJ,São Paulo,26267.04
Teclado,Eletrônicos,1,1136.01,Loja Norte,Crédito,RS,São Paulo,1136.01
Smartwatch,Periféricos,2,2653.92,Loja Oeste,Boleto,RS,Salvador,5307.84
Laptop,Acessórios,9,104.68,Loja Sul,Débito,RJ,Salvador,942.1200000000001
Teclado,Acessórios,5,2404.02,Loja Leste,Débito,BA,Salvador,12020.1
Monitor,Periféricos,4,1713.45,Loja Centro,Débito,BA,São Paulo,6853.8
Impressora,Informática,9,3390.6,Loja Sul,Boleto,RS,Belo Horizonte,30515.399999999998
Webcam,Acessórios,9,3209.85,Loja Leste,Crédito,RS,Rio de Janeiro,28888.649999999998
Headset,Acessórios,2,1935.14,Loja Sul,Débito,RS,Porto Alegre,3870.28
Smartphone,Eletrônicos,3,86.0,Loja Norte,Débito,RS,Rio de Janeiro,258.0
Headset,Informática,3,1298.75,Loja Norte,Crédito,BA,Porto Alegre,3896.25
Webcam,Periféricos,5,3185.07,Loja Leste,Débito,RS,São Paulo,15925.35
Impressora,Informática,3,408.25,Loja Leste,Débito,BA,Belo Horizonte,1224.75
Webcam,Eletrônicos,6,582.83,Loja Norte,Débito,RJ,Rio de Janeiro,3496.9800000000005
Smartphone,Eletrônicos,2,3252.82,Loja Norte,Crédito,SP,Salvador,6505.64
Teclado,Informática,6,3791.05,Loja Leste,Débito,RJ,Salvador,22746.300000000003
Mouse,Eletrônicos,6,1641.67,Loja Leste,Boleto,RJ,Salvador,9850.02
Smartphone,Eletrônicos,2,2473.88,Loja Leste,Crédito,MG,Rio de Janeiro,4947.76
Webcam,Eletrônicos,6,4731.27,Loja Oeste,Débito,RJ,Belo Horizonte,28387.620000000003
Webcam,Informática,6,4730.44,Loja Oeste,Boleto,MG,Belo Horizonte,28382.64
Monitor,Eletrônicos,6,1572.14,Loja Norte,Boleto,MG,Salvador,9432.84
Monitor,Periféricos,5,4059.44,Loja Oeste,Boleto,MG,Rio de Janeiro,20297.2
Tablet,Periféricos,7,2990.02,Loja Centro,Boleto,RJ,Salvador,20930.14
Monitor,Acessórios,5,4878.65,Loja Norte,Boleto,SP,Porto Alegre,24393.25
Laptop,Periféricos,1,2414.19,Loja Centro,Débito,MG,Porto Alegre,2414.19
Mouse,Acessórios,9,3884.8,Loja Sul,Boleto,RS,Rio de Janeiro,34963.200000000004
Impressora,Informática,3,3852.28,Loja Centro,Crédito,RS,Porto Alegre,11556.84
Smartphone,Eletrônicos,2,2512.29,Loja Sul,Débito,BA,São Paulo,5024.58
Webcam,Periféricos,6,3988.37,Loja Centro,Débito,RS,São Paulo,23930.22
Tablet,Acessórios,8,1342.15,Loja Sul,Boleto,RS,São Paulo,10737.2
Tablet,Informática,2,655.15,Loja Sul,Boleto,MG,Porto Alegre,1310.3
Impressora,Acessórios,4,2154.56,Loja Norte,Débito,RJ,Belo Horizonte,8618.24
Mouse,Eletrônicos,2,4720.97,Loja Leste,Crédito,RS,São Paulo,9441.94
Smartphone,Periféricos,9,2528.69,Loja Leste,Débito,RJ,Salvador,22758.21
Headset,Informática,2,3194.53,Loja Norte,Débito,SP,Belo Horizonte,6389.06
Monitor,Acessórios,2,3139.6,Loja Sul,Boleto,RS,Rio de Janeiro,6279.2
Teclado,Informática,5,706.24,Loja Leste,Crédito,SP,Porto Alegre,3531.2
Tablet,Acessórios,5,1981.97,Loja Leste,Boleto,SP,Salvador,9909.85
Monitor,Acessórios,7,3549.35,Loja Centro,Boleto,BA,Rio de Janeiro,24845.45
Monitor,Eletrônicos,1,4861.35,Loja Oeste,Boleto,RJ,Porto Alegre,4861.35
Laptop,Eletrônicos,2,881.69,Loja Norte,Boleto,RJ,Porto Alegre,1763.38
Mouse,Acessórios,6,2081.69,Loja Oeste,Crédito,BA,Salvador,12490.14
Teclado,Periféricos,2,520.71,Loja Sul,Boleto,MG,Porto Alegre,1041.42
Headset,Informática,4,1249.76,Loja Centro,Boleto,BA,Porto Alegre,4999.04
Webcam,Informática,6,1914.96,Loja Leste,Crédito,BA,Porto Alegre,11489.76
Laptop,Eletrônicos,7,2726.18,Loja Centro,Débito,BA,Belo Horizonte,19083.26
Monitor,Periféricos,5,1191.31,Loja Norte,Boleto,SP,São Paulo,5956.549999999999
Monitor,Acessórios,8,1176.44,Loja Sul,Débito,RJ,Salvador,9411.52
Smartwatch,Eletrônicos,6,3900.26,Loja Centro,Boleto,MG,Belo Horizonte,23401.56
Teclado,Acessórios,5,4815.08,Loja Centro,Boleto,RS,Salvador,24075.4
Teclado,Acessórios,4,1651.88,Loja Centro,Crédito,RS,Belo Horizonte,6607.52
Smartwatch,Eletrônicos,6,3455.56,Loja Leste,Crédito,RS,Porto Alegre,20733.36
Teclado,Periféricos,6,1327.5,Loja Sul,Débito,MG,Porto Alegre,7965.0
Monitor,Informática,6,4643.36,Loja Leste,Boleto,RS,Belo Horizonte,27860.159999999996
Tablet,Eletrônicos,1,3380.87,Loja Centro,Crédito,MG,Porto Alegre,3380.87
Smartphone,Periféricos,6,4023.25,Loja Leste,Boleto,RS,São Paulo,24139.5
Monitor,Acessórios,1,294.3,Loja Leste,Boleto,RS,Salvador,294.3
Laptop,Eletrônicos,5,3012.6,Loja Norte,Débito,MG,Porto Alegre,15063.0
Mouse,Informática,7,2661.68,Loja Oeste,Boleto,RJ,Rio de Janeiro,18631.76
Smartwatch,Informática,1,1500.33,Loja Oeste,Crédito,MG,Belo Horizonte,1500.33
Headset,Acessórios,1,1349.03,Loja Norte,Débito,MG,Belo Horizonte,1349.03
Webcam,Eletrônicos,6,2921.12,Loja Norte,Crédito,BA,Porto Alegre,17526.72
Headset,Informática,7,3547.1,Loja Leste,Débito,SP,Belo Horizonte,24829.7
Monitor,Eletrônicos,6,214.21,Loja Leste,Débito,SP,Rio de Janeiro,1285.26
Laptop,Informática,5,2858.64,Loja Sul,Boleto,RJ,Belo Horizonte,14293.199999999999
Monitor,Acessórios,6,893.77,Loja Oeste,Débito,RJ,Rio de Janeiro,5362.62
Mouse,Acessórios,3,744.8,Loja Leste,Débito,RJ,Belo Horizonte,2234.3999999999996
Tablet,Eletrônicos,9,3134.44,Loja Sul,Boleto,SP,Belo Horizonte,28209.96
Webcam,Periféricos,5,1588.81,Loja Oeste,Débito,RJ,Rio de Janeiro,7944.049999999999
Mouse,Periféricos,2,2232.36,Loja Sul,Débito,RJ,Salvador,4464.72
Smartwatch,Acessórios,7,1831.99,Loja Sul,Crédito,MG,São Paulo,12823.93
Smartwatch,Informática,3,3259.26,Loja Norte,Crédito,MG,Rio de Janeiro,9777.78
Monitor,Periféricos,1,2377.09,Loja Centro,Boleto,SP,São Paulo,2377.09
Laptop,Acessórios,3,4819.12,Loja Centro,Débito,MG,Belo Horizonte,14457.36
Mouse,Informática,9,1794.29,Loja Centro,Boleto,RJ,Salvador,16148.61
Impressora,Informática,5,3714.41,Loja Sul,Boleto,MG,Rio de Janeiro,18572.05
Laptop,Periféricos,7,1323.6,Loja Leste,Boleto,BA,Salvador,9265.199999999999
Tablet,Acessórios,3,2568.33,Loja Centro,Crédito,MG,Rio de Janeiro,7704.99
Smartwatch,Informática,4,2785.22,Loja Leste,Boleto,SP,Porto Alegre,11140.88
Monitor,Informática,1,1679.09,Loja Oeste,Débito,RJ,Rio de Janeiro,1679.09
Teclado,Eletrônicos,3,2385.31,Loja Centro,Crédito,RJ,São Paulo,7155.93
Smartwatch,Eletrônicos,7,1432.43,Loja Sul,Crédito,SP,Porto Alegre,10027.01
Webcam,Periféricos,4,79.7,Loja Norte,Crédito,MG,Belo Horizonte,318.8
Smartphone,Eletrônicos,2,1117.46,Loja Sul,Débito,RJ,Rio de Janeiro,2234.92
Teclado,Acessórios,5,3515.32,Loja Leste,Boleto,RJ,São Paulo,17576.600000000002
Monitor,Periféricos,5,3866.27,Loja Oeste,Boleto,BA,Belo Horizonte,19331.35
Impressora,Periféricos,2,1437.0,Loja Sul,Crédito,SP,São Paulo,2874.0
Teclado,Eletrônicos,6,2069.81,Loja Norte,Crédito,MG,Belo Horizonte,12418.86
Webcam,Informática,4,234.96,Loja Norte,Boleto,MG,Rio de Janeiro,939.84
Laptop,Acessórios,1,1223.46,Loja Oeste,Débito,RJ,Salvador,1223.46
Impressora,Acessórios,3,3907.14,Loja Centro,Crédito,RS,Belo Horizonte,11721.42
Smartwatch,Acessórios,9,3049.63,Loja Sul,Crédito,BA,Salvador,27446.670000000002
Impressora,Periféricos,7,1068.56,Loja Sul,Débito,BA,Belo Horizonte,7479.92
Mouse,Acessórios,6,1324.34,Loja Norte,Crédito,BA,Salvador,7946.039999999999
Webcam,Informática,1,4093.17,Loja Leste,Débito,RJ,Rio de Janeiro,4093.17
Teclado,Informática,9,1084.97,Loja Sul,Boleto,SP,São Paulo,9764.73
Mouse,Eletrônicos,9,1704.08,Loja Norte,Boleto,SP,Rio de Janeiro,15336.72
Impressora,Acessórios,1,3338.58,Loja Leste,Crédito,BA,Belo Horizonte,3338.58
Mouse,Periféricos,6,2827.51,Loja Centro,Boleto,RS,Porto Alegre,16965.06
Headset,Eletrônicos,7,2331.31,Loja Centro,Débito,RS,São Paulo,16319.17
Webcam,Informática,2,4503.72,Loja Norte,Crédito,MG,Salvador,9007.44
Tablet,Acessórios,8,1137.57,Loja Norte,Débito,RS,São Paulo,9100.56
Laptop,Informática,8,3720.03,Loja Centro,Boleto,BA,São Paulo,29760.24
Impressora,Eletrônicos,6,837.37,Loja Norte,Boleto,MG,Rio de Janeiro,5024.22
Webcam,Informática,9,3097.88,Loja Oeste,Boleto,BA,Belo Horizonte,27880.920000000002
Tablet,Acessórios,3,4359.59,Loja Sul,Crédito,SP,Rio de Janeiro,13078.77
Tablet,Acessórios,2,2316.61,Loja Oeste,Débito,BA,Belo Horizonte,4633.22
Monitor,Eletrônicos,2,3635.26,Loja Leste,Crédito,MG,Porto Alegre,7270.52
Mouse,Acessórios,6,4110.95,Loja Norte,Boleto,BA,Rio de Janeiro,24665.699999999997
Tablet,Informática,7,723.33,Loja Norte,Boleto,RJ,Porto Alegre,5063.31
Headset,Informática,6,3543.84,Loja Leste,Crédito,MG,Belo Horizonte,21263.04
Webcam,Periféricos,3,4603.21,Loja Sul,Débito,RS,São Paulo,13809.630000000001
Smartphone,Periféricos,5,2903.03,Loja Centro,Boleto,SP,Porto Alegre,14515.150000000001
Smartphone,Periféricos,8,971.31,Loja Oeste,Débito,RS,Porto Alegre,7770.48
Impressora,Informática,6,678.37,Loja Sul,Boleto,BA,Belo Horizonte,4070.2200000000003
Smartwatch,Informática,2,1335.69,Loja Centro,Crédito,RS,Belo Horizonte,2671.38
Mouse,Eletrônicos,7,562.39,Loja Centro,Boleto,MG,Rio de Janeiro,3936.73
Smartwatch,Periféricos,8,2591.3,Loja Norte,Crédito,RJ,Rio de Janeiro,20730.4
Tablet,Informática,4,395.04,Loja Leste,Crédito,RS,Belo Horizonte,1580.16
Webcam,Eletrônicos,1,1155.85,Loja Norte,Crédito,BA,Porto Alegre,1155.85
Impressora,Informática,2,2227.56,Loja Leste,Boleto,RS,Salvador,4455.12
Teclado,Eletrônicos,4,2395.88,Loja Norte,Débito,RS,Rio de Janeiro,9583.52
Tablet,Periféricos,7,2848.72,Loja Oeste,Débito,MG,Belo Horizonte,19941.039999999997
Mouse,Periféricos,2,3542.79,Loja Norte,Boleto,BA,Salvador,7085.58
Smartphone,Periféricos,6,283.78,Loja Oeste,Crédito,BA,Salvador,1702.6799999999998
Monitor,Informática,2,449.07,Loja Sul,Débito,RJ,Salvador,898.14
Webcam,Informática,7,351.25,Loja Sul,Débito,MG,Salvador,2458.75
Laptop,Eletrônicos,2,2144.59,Loja Norte,Boleto,MG,São Paulo,4289.18
Smartwatch,Acessórios,3,257.15,Loja Sul,Crédito,SP,Rio de Janeiro,771.4499999999999
Impressora,Acessórios,9,3743.1,Loja Centro,Débito,RJ,Salvador,33687.9
Smartwatch,Periféricos,4,1153.85,Loja Oeste,Boleto,RJ,Salvador,4615.4
Webcam,Acessórios,5,4699.1,Loja Leste,Boleto,BA,Belo Horizonte,23495.5
Smartwatch,Periféricos,9,2457.7,Loja Oeste,Crédito,BA,Belo Horizonte,22119.3
Webcam,Eletrônicos,7,2259.31,Loja Norte,Boleto,RJ,São Paulo,15815.17
Smartwatch,Acessórios,8,3913.67,Loja Sul,Crédito,MG,Salvador,31309.36
Headset,Acessórios,3,3580.11,Loja Sul,Débito,SP,São Paulo,10740.33
Teclado,Periféricos,4,3056.18,Loja Centro,Boleto,BA,Belo Horizonte,12224.72
Tablet,Eletrônicos,7,4678.98,Loja Sul,Débito,SP,Rio de Janeiro,32752.859999999997
Tablet,Acessórios,4,2140.18,Loja Norte,Crédito,RJ,Porto Alegre,8560.72
Mouse,Acessórios,2,4052.23,Loja Norte,Crédito,MG,Porto Alegre,8104.46
Laptop,Acessórios,6,1931.46,Loja Leste,Crédito,SP,São Paulo,11588.76
Laptop,Eletrônicos,9,4199.81,Loja Oeste,Boleto,RS,Belo Horizonte,37798.29
Mouse,Eletrônicos,2,1334.4,Loja Oeste,Boleto,RJ,Porto Alegre,2668.8
Monitor,Acessórios,1,1481.87,Loja Oeste,Boleto,MG,Salvador,1481.87
Tablet,Periféricos,8,3405.45,Loja Leste,Débito,RJ,Rio de Janeiro,27243.6
Monitor,Periféricos,1,1102.93,Loja Leste,Débito,RJ,Belo Horizonte,1102.93
Webcam,Acessórios,1,1184.31,Loja Leste,Boleto,SP,São Paulo,1184.31
Webcam,Eletrônicos,3,1561.05,Loja Centro,Débito,SP,Belo Horizonte,4683.15
Smartphone,Acessórios,5,3410.7,Loja Leste,Crédito,RS,Rio de Janeiro,17053.5
Smartwatch,Eletrônicos,9,4452.47,Loja Sul,Boleto,BA,Belo Horizonte,40072.23
Laptop,Acessórios,2,3389.11,Loja Centro,Crédito,RS,São Paulo,6778.22
Smartphone,Eletrônicos,1,4147.68,Loja Sul,Crédito,MG,Salvador,4147.68
Teclado,Informática,1,2740.62,Loja Oeste,Crédito,MG,Belo Horizonte,2740.62
Mouse,Periféricos,8,391.17,Loja Norte,Débito,RJ,São Paulo,3129.36
Mouse,Informática,2,547.31,Loja Oeste,Crédito,SP,Salvador,1094.62
Webcam,Periféricos,9,2794.24,Loja Leste,Débito,RJ,Porto Alegre,25148.159999999996
Tablet,Eletrônicos,9,1672.61,Loja Norte,Crédito,BA,Belo Horizonte,15053.49
Monitor,Informática,2,1141.81,Loja Oeste,Boleto,RJ,Salvador,2283.62
Laptop,Periféricos,3,2357.97,Loja Centro,Crédito,MG,Porto Alegre,7073.91
Smartphone,Acessórios,2,3349.16,Loja Leste,Crédito,MG,Belo Horizonte,6698.32
Monitor,Eletrônicos,6,1955.71,Loja Oeste,Boleto,RS,Belo Horizonte,11734.26
Smartphone,Eletrônicos,7,4022.58,Loja Norte,Débito,RJ,Rio de Janeiro,28158.059999999998
Smartwatch,Acessórios,6,3705.69,Loja Sul,Boleto,SP,Belo Horizonte,22234.14
Teclado,Acessórios,3,3687.83,Loja Oeste,Crédito,BA,Belo Horizonte,11063.49
Teclado,Periféricos,3,4926.69,Loja Centro,Crédito,BA,Salvador,14780.07
Monitor,Eletrônicos,2,1511.39,Loja Norte,Débito,SP,São Paulo,3022.78
Monitor,Periféricos,2,3241.39,Loja Oeste,Crédito,BA,Rio de Janeiro,6482.78
Monitor,Acessórios,5,4284.62,Loja Sul,Crédito,SP,Belo Horizonte,21423.1
Smartphone,Eletrônicos,8,2918.65,Loja Leste,Débito,SP,Salvador,23349.2
Smartwatch,Acessórios,6,3958.04,Loja Leste,Débito,RS,Salvador,23748.239999999998
Headset,Periféricos,9,2101.54,Loja Leste,Débito,RJ,São Paulo,18913.86
Monitor,Periféricos,5,2972.93,Loja Norte,Débito,MG,Porto Alegre,14864.65
Tablet,Periféricos,4,325.55,Loja Sul,Crédito,MG,Belo Horizonte,1302.2
Laptop,Eletrônicos,9,4929.55,Loja Sul,Débito,RJ,Porto Alegre,44365.950000000004
Laptop,Acessórios,5,4010.09,Loja Oeste,Débito,BA,São Paulo,20050.45
Smartphone,Acessórios,1,4350.6,Loja Leste,Crédito,SP,Salvador,4350.6
Monitor,Periféricos,5,3486.76,Loja Norte,Débito,MG,Porto Alegre,17433.800000000003
Webcam,Periféricos,5,970.95,Loja Leste,Crédito,RS,São Paulo,4854.75
Mouse,Periféricos,5,203.59,Loja Leste,Débito,BA,Porto Alegre,1017.95
Headset,Periféricos,2,4330.05,Loja Oeste,Débito,RS,Salvador,8660.1
Tablet,Informática,6,2011.84,Loja Oeste,Boleto,MG,Belo Horizonte,12071.039999999999
Smartwatch,Informática,5,1356.13,Loja Oeste,Crédito,RJ,Rio de Janeiro,6780.650000000001
Webcam,Informática,2,2830.28,Loja Centro,Débito,RJ,Salvador,5660.56
Teclado,Periféricos,8,2133.45,Loja Centro,Boleto,RS,Porto Alegre,17067.6
Webcam,Periféricos,6,3275.75,Loja Norte,Boleto,BA,Belo Horizonte,19654.5
Smartphone,Acessórios,3,2444.78,Loja Norte,Crédito,MG,Rio de Janeiro,7334.34
Headset,Eletrônicos,9,3501.3,Loja Oeste,Boleto,SP,São Paulo,31511.7
Impressora,Acessórios,4,4274.45,Loja Sul,Crédito,RJ,Belo Horizonte,17097.8
Impressora,Informática,3,1018.01,Loja Norte,Boleto,RS,Salvador,3054.0299999999997
Monitor,Acessórios,7,1680.69,Loja Centro,Crédito,MG,Porto Alegre,11764.83
Monitor,Periféricos,8,2212.24,Loja Centro,Débito,BA,Rio de Janeiro,17697.92
Smartphone,Informática,7,4812.19,Loja Leste,Crédito,SP,Belo Horizonte,33685.329999999994
Smartwatch,Informática,1,1858.4,Loja Oeste,Boleto,SP,Rio de Janeiro,1858.4
Monitor,Eletrônicos,1,1936.44,Loja Sul,Crédito,RJ,Rio de Janeiro,1936.44
Mouse,Eletrônicos,5,3284.69,Loja Oeste,Débito,SP,Belo Horizonte,16423.45
Headset,Informática,8,2125.04,Loja Centro,Débito,MG,Porto Alegre,17000.32
Smartphone,Informática,3,4758.56,Loja Sul,Boleto,RJ,São Paulo,14275.68
Laptop,Acessórios,8,4477.62,Loja Norte,Boleto,RJ,Belo Horizonte,35820.96
Teclado,Informática,3,2591.37,Loja Leste,Boleto,RJ,São Paulo,7774.11
Smartphone,Periféricos,4,3241.64,Loja Centro,Débito,MG,Rio de Janeiro,12966.56
Smartphone,Acessórios,7,337.25,Loja Leste,Débito,RS,Rio de Janeiro,2360.75
Impressora,Periféricos,3,3493.87,Loja Oeste,Boleto,SP,Porto Alegre,10481.61
Tablet,Periféricos,4,3550.64,Loja Sul,Débito,SP,Belo Horizonte,14202.56
Smartwatch,Periféricos,8,1828.04,Loja Oeste,Débito,RS,Belo Horizonte,14624.32
Tablet,Informática,4,1137.43,Loja Leste,Boleto,RJ,Salvador,4549.72
Mouse,Eletrônicos,9,4579.64,Loja Centro,Débito,BA,Porto Alegre,41216.76
Laptop,Eletrônicos,4,2162.19,Loja Leste,Boleto,MG,Belo Horizonte,8648.76
Impressora,Periféricos,4,3285.85,Loja Centro,Débito,RJ,Rio de Janeiro,13143.4
Laptop,Informática,5,214.98,Loja Leste,Crédito,RJ,Porto Alegre,1074.8999999999999
Mouse,Acessórios,1,2099.63,Loja Oeste,Crédito,RJ,Salvador,2099.63
Tablet,Periféricos,7,4095.43,Loja Leste,Débito,SP,Salvador,28668.01
Smartphone,Acessórios,9,1968.5,Loja Norte,Débito,SP,Rio de Janeiro,17716.5
Monitor,Acessórios,9,3035.65,Loja Oeste,Crédito,BA,Belo Horizonte,27320.850000000002
Monitor,Informática,1,1088.79,Loja Leste,Boleto,MG,Rio de Janeiro,1088.79
Webcam,Informática,6,2111.8,Loja Leste,Boleto,RJ,Salvador,12670.800000000001
Teclado,Eletrônicos,3,4641.81,Loja Sul,Crédito,SP,Porto Alegre,13925.43
Smartwatch,Eletrônicos,4,2853.94,Loja Oeste,Boleto,RS,Belo Horizonte,11415.76
Mouse,Informática,8,4514.56,Loja Sul,Boleto,SP,Rio de Janeiro,36116.48
Teclado,Periféricos,4,4515.0,Loja Oeste,Crédito,RJ,Belo Horizonte,18060.0
Smartwatch,Eletrônicos,8,4723.53,Loja Centro,Crédito,RJ,Porto Alegre,37788.24
Teclado,Acessórios,4,4482.19,Loja Oeste,Débito,SP,Salvador,17928.76
Tablet,Periféricos,9,66.24,Loja Oeste,Crédito,RS,Rio de Janeiro,596.16
Smartwatch,Acessórios,6,4673.37,Loja Leste,Crédito,RS,Salvador,28040.22
Tablet,Informática,1,730.42,Loja Norte,Boleto,RJ,Rio de Janeiro,730.42
Smartphone,Acessórios,2,247.63,Loja Oeste,Boleto,SP,Belo Horizonte,495.26
Impressora,Periféricos,7,324.17,Loja Sul,Débito,MG,São Paulo,2269.19
Tablet,Informática,7,1777.14,Loja Norte,Boleto,MG,Rio de Janeiro,12439.980000000001
Monitor,Periféricos,3,3122.98,Loja Oeste,Boleto,RJ,Rio de Janeiro,9368.94
Teclado,Acessórios,1,2041.44,Loja Norte,Boleto,RS,Salvador,2041.44
Webcam,Periféricos,8,176.49,Loja Centro,Crédito,MG,São Paulo,1411.92
Headset,Informática,7,2408.59,Loja Norte,Boleto,SP,São Paulo,16860.13
Smartwatch,Acessórios,8,2238.55,Loja Centro,Crédito,BA,São Paulo,17908.4
Mouse,Acessórios,1,3796.4,Loja Norte,Boleto,BA,São Paulo,3796.4
Webcam,Eletrônicos,3,1434.08,Loja Norte,Crédito,RS,Porto Alegre,4302.24
Monitor,Eletrônicos,2,1126.78,Loja Sul,Boleto,BA,Belo Horizonte,2253.56
Tablet,Periféricos,1,1316.9,Loja Sul,Débito,SP,Rio de Janeiro,1316.9
Impressora,Eletrônicos,5,1553.51,Loja Leste,Débito,RJ,Belo Horizonte,7767.55
Smartphone,Eletrônicos,3,3015.87,Loja Norte,Débito,RJ,Belo Horizonte,9047.61
Headset,Eletrônicos,8,2384.05,Loja Centro,Boleto,SP,Belo Horizonte,19072.4
Laptop,Eletrônicos,6,1717.63,Loja Norte,Débito,RJ,Belo Horizonte,10305.78
Webcam,Informática,9,1902.86,Loja Oeste,Crédito,SP,Porto Alegre,17125.739999999998
Impressora,Informática,9,1886.07,Loja Centro,Débito,SP,Salvador,16974.63
Laptop,Eletrônicos,6,4863.41,Loja Oeste,Débito,BA,Porto Alegre,29180.46
Headset,Periféricos,2,1203.34,Loja Leste,Débito,BA,Rio de Janeiro,2406.68
Mouse,Informática,9,4099.4,Loja Oeste,Débito,RS,São Paulo,36894.6
Mouse,Eletrônicos,2,3555.64,Loja Leste,Crédito,BA,Salvador,7111.28
Teclado,Informática,3,77.57,Loja Leste,Débito,RJ,Rio de Janeiro,232.70999999999998
Headset,Acessórios,6,4966.22,Loja Leste,Boleto,BA,São Paulo,29797.32
Headset,Informática,2,3794.37,Loja Oeste,Débito,SP,Porto Alegre,7588.74
Laptop,Informática,5,3428.13,Loja Leste,Boleto,BA,Belo Horizonte,17140.65
Impressora,Periféricos,2,2056.36,Loja Leste,Boleto,RJ,Rio de Janeiro,4112.72
Smartwatch,Informática,4,2798.26,Loja Sul,Débito,RS,Belo Horizonte,11193.04
Laptop,Periféricos,3,1303.69,Loja Norte,Débito,MG,Belo Horizonte,3911.07
Smartphone,Acessórios,5,225.64,Loja Leste,Boleto,SP,Belo Horizonte,1128.1999999999998
Mouse,Eletrônicos,6,4188.31,Loja Centro,Crédito,RJ,Salvador,25129.86
Mouse,Periféricos,7,4487.6,Loja Centro,Crédito,RJ,São Paulo,31413.200000000004
Teclado,Informática,8,854.23,Loja Sul,Débito,MG,Belo Horizonte,6833.84
Smartphone,Informática,9,3945.93,Loja Oeste,Crédito,RS,Rio de Janeiro,35513.369999999995
Mouse,Periféricos,4,3718.71,Loja Oeste,Crédito,SP,Salvador,14874.84
Laptop,Acessórios,4,932.96,Loja Oeste,Débito,RS,São Paulo,3731.84
Smartphone,Eletrônicos,7,2138.05,Loja Leste,Boleto,MG,Rio de Janeiro,14966.350000000002
Laptop,Informática,9,2142.65,Loja Oeste,Boleto,SP,Salvador,19283.850000000002
Smartwatch,Acessórios,2,3811.82,Loja Oeste,Crédito,BA,Salvador,7623.64
Smartwatch,Eletrônicos,6,4196.42,Loja Norte,Boleto,RS,São Paulo,25178.52
Mouse,Eletrônicos,8,519.14,Loja Leste,Débito,BA,Belo Horizonte,4153.12
Mouse,Informática,5,2836.7,Loja Leste,Crédito,SP,Rio de Janeiro,14183.5
Impressora,Periféricos,5,3820.66,Loja Centro,Boleto,MG,Porto Alegre,19103.3
